id,Model,Version release date,Link,Notes,Hugging Face developer id,Display name,Knowledge cutoff date,Description,Official release,Unique display name,ML Models,ML Models 2,ML Models 3,Model publication date,API prices,API Prices (new),Model aggregation,Model aggregation date,ML Models copy,ML Models copy
o3-mini-2025-01-31_unknown,o3-mini,2025-01-31,,"Knowledge cutoff date of 03-mini is September 30, 2023, according to https://platform.openai.com/docs/models/o3-mini.",,o3-mini (unknown thinking),2023-09-30,"A smaller version of OpenAI's o3 reasoning model, evaluated with high reasoning effort.",,,,,,2025-01-31,,o3-mini-2025-01-31_unknown_2026-03-05_OpenAI,,,,o3-mini
grok-3-mini-beta_unknown,Grok-3 mini,2025-04-09,,,,,,"A beta release of a smaller version of XAI's third generation Grok model, evaluated with high reasoning effort.",,,,,,2025-02-19,,,,,,Grok-3 mini
o3-2025-04-16_unknown,o3,2025-04-16,,"Knowledge cutoff date of o3 is May 31, 2024, according to https://platform.openai.com/docs/models/o3.",,o3 (unknown thinking),2024-05-31,"OpenAI's second generation o-series reasoning model, evaluated with high reasoning effort.",,,,,,2024-12-20,,o3-2025-04-16_unknown_2026-03-05_OpenAI,,,,o3
o4-mini-2025-04-16_unknown,o4-mini,2025-04-16,,"Knowledge cutoff date of o4-mini is May 31, 2024, according to https://platform.openai.com/docs/models/o4-mini.",,o4-mini (unknown thinking),2024-05-31,"The latest smaller size o-series reasoning model from OpenAI, evaluated with high reasoning effort.",,,,,,2025-04-16,,o4-mini-2025-04-16_unknown_2026-03-05_OpenAI,,,,o4-mini
o3-pro-2025-06-10_unknown,o3-pro,2025-06-10,,,,o3 Pro (unknown thinking),,"An enhanced version of OpenAI's previous flagship reasoning model o3, evaluated with high reasoning effort.",,,,,,2025-06-10,,o3-pro-2025-06-10_unknown_2026-03-05_OpenAI,,,,o3-pro
grok-3-mini_unknown,Grok-3 mini,2025-06-24,,,,Grok 3 mini (unknown thinking),,,,Grok 3 mini (high),,,,2025-02-19,,"grok-3-mini_unknown_2026-03-05_xAI,grok-3-mini_unknown_2026-03-05_xAI",,,,Grok-3 mini
gpt-oss-120b_unknown,gpt-oss-120b,2025-08-05,,,,gpt-oss-120b (unknown thinking),,"The larger one of OpenAI's two latest open source language models, evaluated with high reasoning effort.",,,,,,2025-08-05,,"gpt-oss-120b_unknown_2026-03-05_DeepInfra,gpt-oss-120b_unknown_2026-03-05_Novita,gpt-oss-120b_unknown_2026-03-05_Chutes,gpt-oss-120b_unknown_2026-03-05_SiliconFlow,gpt-oss-120b_unknown_2026-03-05_Clarifai,gpt-oss-120b_unknown_2026-03-05_Google,gpt-oss-120b_unknown_2026-03-05_AtlasCloud,gpt-oss-120b_unknown_2026-03-05_Phala,gpt-oss-120b_unknown_2026-03-05_BaseTen,gpt-oss-120b_unknown_2026-03-05_Parasail,gpt-oss-120b_unknown_2026-03-05_SambaNova,gpt-oss-120b_unknown_2026-03-05_Amazon Bedrock,gpt-oss-120b_unknown_2026-03-05_Together,gpt-oss-120b_unknown_2026-03-05_WandB,gpt-oss-120b_unknown_2026-03-05_Groq,gpt-oss-120b_unknown_2026-03-05_Crusoe,gpt-oss-120b_unknown_2026-03-05_Fireworks,gpt-oss-120b_unknown_2026-03-05_DeepInfra,gpt-oss-120b_unknown_2026-03-05_Cerebras",,,,gpt-oss-120b
gpt-oss-20b_unknown,gpt-oss-20b,2025-08-05,,,,gpt-oss-20b (unknown thinking),,"The smaller one of OpenAI's two latest open source language models, evaluated with high reasoning effort.",,,,,,2025-08-05,,"gpt-oss-20b_unknown_2026-03-05_Groq,gpt-oss-20b_unknown_2026-03-05_DeepInfra,gpt-oss-20b_unknown_2026-03-05_Novita,gpt-oss-20b_unknown_2026-03-05_Parasail,gpt-oss-20b_unknown_2026-03-05_Clarifai,gpt-oss-20b_unknown_2026-03-05_Together,gpt-oss-20b_unknown_2026-03-05_Nebius,gpt-oss-20b_unknown_2026-03-05_WandB,gpt-oss-20b_unknown_2026-03-05_Amazon Bedrock,gpt-oss-20b_unknown_2026-03-05_Google,gpt-oss-20b_unknown_2026-03-05_Fireworks,gpt-oss-20b_unknown_2026-03-05_Groq,gpt-oss-20b_unknown_2026-03-05_NextBit",,,,gpt-oss-20b
gpt-5-2025-08-07_unknown,GPT-5,2025-08-07,,,,GPT-5 (unknown thinking),,"OpenAI's latest flagship frontier model, benchmarked using high reasoning effort.",,GPT-5 (high),,,,2025-08-07,,"gpt-5-2025-08-07_unknown_2026-03-05_OpenAI,gpt-5-2025-08-07_unknown_2026-03-05_Azure",,,,GPT-5
gpt-5-mini-2025-08-07_unknown,GPT-5 mini,2025-08-07,,,,GPT-5 mini (unknown thinking),,"A smaller version of OpenAI's latest flagship frontier model, benchmarked using high reasoning effort.",,GPT-5 mini (high),,,,2025-08-07,,"gpt-5-mini-2025-08-07_unknown_2026-03-05_OpenAI,gpt-5-mini-2025-08-07_unknown_2026-03-05_Azure",,,,GPT-5 mini
gpt-5-nano-2025-08-07_unknown,GPT-5 nano,2025-08-07,,,,GPT-5 nano (unknown thinking),,"The smallest version of OpenAI's latest flagship frontier model, benchmarked using high reasoning effort.",,GPT-5 nano (high),,,,2025-08-07,,"gpt-5-nano-2025-08-07_unknown_2026-03-05_OpenAI,gpt-5-nano-2025-08-07_unknown_2026-03-05_Azure",,,,GPT-5 nano
DeepSeek-V3.2-Exp_unknown,DeepSeek-V3.2-Exp,2025-09-29,https://api-docs.deepseek.com/news/news250929,DeepSeek's API,,,,,,,,,,2025-09-29,,,,,,DeepSeek-V3.2-Exp
gpt-5-pro-2025-10-06_unknown,GPT-5 Pro,2025-10-07,https://platform.openai.com/docs/models/gpt-5-pro,,,GPT-5 Pro,,,,GPT-5 Pro (unknown thinking),,,,2025-10-07,,gpt-5-pro-2025-10-06_unknown_2026-03-05_OpenAI,,,,GPT-5 Pro
gpt-5.1-2025-11-13_unknown,GPT-5.1,2025-11-13,,,,GPT-5.1 (unknown thinking),,,,GPT-5.1 (high),,,,2025-11-13,,"gpt-5.1-2025-11-13_unknown_2026-03-05_OpenAI,gpt-5.1-2025-11-13_unknown_2026-03-05_Azure",,,,GPT-5.1
gpt-5.2-2025-12-11_unknown,GPT-5.2,2025-12-11,,,,GPT-5.2 (unknown thinking),,,,GPT-5.2 (high),,,,2025-12-11,,"gpt-5.2-2025-12-11_unknown_2026-03-05_OpenAI,gpt-5.2-2025-12-11_unknown_2026-03-05_Azure",,,,GPT-5.2
claude-opus-4-6_unknown,Claude Opus 4.6,2026-02-05,,,,Claude Opus 4.6 (unknown thinking),,,,Claude Opus 4.6 (unknown settings),,,,2026-02-05,,"claude-opus-4-6_unknown_2026-03-05_Amazon Bedrock,claude-opus-4-6_unknown_2026-03-05_Google,claude-opus-4-6_unknown_2026-03-05_Anthropic",,,,Claude Opus 4.6
claude-opus-4-5-20251101_unknown,Claude Opus 4.5,2025-11-24,,,,Claude Opus 4.5 (unknown thinking),,,,Claude Opus 4.5 (unknown settings),,,,2025-11-24,,"claude-opus-4-5-20251101_unknown_2026-03-05_Anthropic,claude-opus-4-5-20251101_unknown_2026-03-05_Amazon Bedrock,claude-opus-4-5-20251101_unknown_2026-03-05_Google",,,,Claude Opus 4.5
claude-haiku-4-5-20251001_unknown,Claude Haiku 4.5,2025-10-15,https://www.anthropic.com/news/claude-haiku-4-5,,,Claude Haiku 4.5 (unknown thinking),,,,Claude Haiku 4.5 (16k thinking),,,,2025-10-15,,"claude-haiku-4-5-20251001_unknown_2026-03-05_Amazon Bedrock,claude-haiku-4-5-20251001_unknown_2026-03-05_Google,claude-haiku-4-5-20251001_unknown_2026-03-05_Anthropic",,,,Claude Haiku 4.5
claude-sonnet-4-5-20250929_unknown,Claude Sonnet 4.5,2025-09-29,,,,Claude Sonnet 4.5 (unknown thinking),,,,Claude Sonnet 4.5 (59k thinking),,,,2025-09-29,,"claude-sonnet-4-5-20250929_unknown_2026-03-05_Google,claude-sonnet-4-5-20250929_unknown_2026-03-05_Amazon Bedrock,claude-sonnet-4-5-20250929_unknown_2026-03-05_Anthropic,claude-sonnet-4-5-20250929_unknown_2026-03-05_Google",,,,Claude Sonnet 4.5
claude-opus-4-1-20250805_unknown,Claude Opus 4.1,2025-08-05,,"Can't do 32K, can do 32K - 4096...",,Claude Opus 4.1 (unknown thinking),,"Anthropic’s largest flagship model, benchmarked with up to 27,000 reasoning tokens.",,Claude Opus 4.1 (unknown settings),,,,2025-08-05,,"claude-opus-4-1-20250805_unknown_2026-03-05_Amazon Bedrock,claude-opus-4-1-20250805_unknown_2026-03-05_Google,claude-opus-4-1-20250805_unknown_2026-03-05_Google,claude-opus-4-1-20250805_unknown_2026-03-05_Anthropic,claude-opus-4-1-20250805_unknown_2026-03-05_Google",,,,Claude Opus 4.1
claude-sonnet-4-20250514_unknown,Claude Sonnet 4,2025-05-22,,,,Claude Sonnet 4 (unknown thinking),,"Anthropic's mid-sized Claude 4 series model, evaluated at up to 12,000 reasoning tokens.",,Claude Sonnet 4 (12k thinking),,,,2025-05-22,,"claude-sonnet-4-20250514_unknown_2026-03-05_Google,claude-sonnet-4-20250514_unknown_2026-03-05_Google,claude-sonnet-4-20250514_unknown_2026-03-05_Anthropic,claude-sonnet-4-20250514_unknown_2026-03-05_Amazon Bedrock,claude-sonnet-4-20250514_unknown_2026-03-05_Google",,,,Claude Sonnet 4
claude-opus-4-20250514_unknown,Claude Opus 4,2025-05-22,,,,Claude Opus 4,,"Anthropic's largest model in the Claude 4 series (superseded by Claude Opus 4.1), benchmarked with up to 32,000 reasoning tokens.",,Claude Opus 4 (unknown settings),,,,2025-05-22,,"claude-opus-4-20250514_unknown_2026-03-05_Amazon Bedrock,claude-opus-4-20250514_unknown_2026-03-05_Google,claude-opus-4-20250514_unknown_2026-03-05_Google,claude-opus-4-20250514_unknown_2026-03-05_Anthropic",,,,Claude Opus 4
claude-3-7-sonnet-20250219_unknown,Claude 3.7 Sonnet,2025-02-24,,"Knowledge cutoff date is likely November 1, 2024, the same as that of claude-3-7-sonnet-20250219, according to https://docs.anthropic.com/en/docs/about-claude/models/overview.",,Claude 3.7 Sonnet (unknown thinking),2024-11-01,"A previous flagship reasoning model from Anthropic, benchmarked with up to 64,000 reasoning tokens allowed.",,Claude 3.7 Sonnet (64k thinking),,,,2025-02-24,,claude-3-7-sonnet-20250219_unknown_2026-03-05_Google,,,,Claude 3.7 Sonnet
grok-4-0709_high,Grok 4,2025-07-09,,,,,,,,Grok 4,,,,2025-07-09,,grok-4-0709_high_2026-03-05_xAI,,,,Grok 4
MiniMax-M2.1,MiniMax-M2.1,2025-12-23,,,,,,,,,,,,2025-12-23,,"MiniMax-M2.1_2026-03-05_DeepInfra,MiniMax-M2.1_2026-03-05_AtlasCloud,MiniMax-M2.1_2026-03-05_SiliconFlow,MiniMax-M2.1_2026-03-05_Novita,MiniMax-M2.1_2026-03-05_Friendli,MiniMax-M2.1_2026-03-05_Nebius,MiniMax-M2.1_2026-03-05_Fireworks,MiniMax-M2.1_2026-03-05_Minimax,MiniMax-M2.1_2026-03-05_Minimax,MiniMax-M2.1_2026-03-05_Venice",,,,MiniMax-M2.1
MiniMax-M2,MiniMax-M2,2025-10-27,,,,,,,,,,,,2025-10-27,,"MiniMax-M2_2026-03-05_AtlasCloud,MiniMax-M2_2026-03-05_Minimax,MiniMax-M2_2026-03-05_Google,MiniMax-M2_2026-03-05_Novita",,,,MiniMax-M2
DeepSeek-V3.2-Speciale,DeepSeek-V3.2,2025-12-01,https://huggingface.co/deepseek-ai/DeepSeek-V3.2-Speciale,,,,,,,,,,,2025-12-01,,DeepSeek-V3.2-Speciale_2026-03-05_AtlasCloud,DeepSeek-V3.2-Speciale,,,DeepSeek-V3.2
qwen3-coder-next,,2026-02-02,https://qwen.ai/blog?id=qwen3-coder-next,,,,,,,,,,,,,,,,,
zai-org/glm-5,GLM-5,2026-02-11,,For the Novita API,,GLM-5 (Novita),,,,,,,,2026-02-11,,,,,,GLM-5
glm-5,GLM-5,2026-02-11,,,,GLM-5,,,,,,,,2026-02-11,,"glm-5_2026-03-05_DeepInfra,glm-5_2026-03-05_SiliconFlow,glm-5_2026-03-05_AtlasCloud,glm-5_2026-03-05_GMICloud,glm-5_2026-03-05_Parasail,glm-5_2026-03-05_Venice,glm-5_2026-03-05_Friendli,glm-5_2026-03-05_Novita,glm-5_2026-03-05_Z.AI,glm-5_2026-03-05_Together,glm-5_2026-03-05_Fireworks,glm-5_2026-03-05_Phala",,,,GLM-5
claude-opus-4-6_max,Claude Opus 4.6,2026-02-05,,Adaptive thinking with max effort,,Claude Opus 4.6 (max),,,,Claude Opus 4.6 (max),,,,2026-02-05,,"claude-opus-4-6_max_2026-03-05_Amazon Bedrock,claude-opus-4-6_max_2026-03-05_Google,claude-opus-4-6_max_2026-03-05_Anthropic",,,,Claude Opus 4.6
step-3.5-flash,Step 3.5 Flash,2026-02-02,,,,Step 3.5 Flash,,,,,,,,2026-02-02,,"step-3.5-flash_2026-03-05_StepFun,step-3.5-flash_2026-03-05_StepFun",,,,Step 3.5 Flash
claude-sonnet-4-6,Claude Sonnet 4.6,2026-02-17,,,,Claude Sonnet 4.6 (no thinking),,,,Claude Sonnet 4.6 (no thinking),,,,2026-02-17,,"claude-sonnet-4-6_2026-03-05_Anthropic,claude-sonnet-4-6_2026-03-05_Google,claude-sonnet-4-6_2026-03-05_Amazon Bedrock",,,,Claude Sonnet 4.6
claude-sonnet-4-6_max,Claude Sonnet 4.6,2026-02-17,,,,Claude Sonnet 4.6 (max),,,,Claude Sonnet 4.6 (max),,,,2026-02-17,,"claude-sonnet-4-6_max_2026-03-05_Anthropic,claude-sonnet-4-6_max_2026-03-05_Google,claude-sonnet-4-6_max_2026-03-05_Amazon Bedrock",,,,Claude Sonnet 4.6
gemini-3.1-pro-preview,Gemini 3.1 Pro,2026-02-19,,,,Gemini 3.1 Pro Preview,,,,Gemini 3.1 Pro Preview,,,,2026-02-19,,"gemini-3.1-pro-preview_2026-03-05_Google AI Studio,gemini-3.1-pro-preview_2026-03-05_Google",,,,Gemini 3.1 Pro
claude-sonnet-4-6_high,Claude Sonnet 4.6,2026-02-17,,,,Claude Sonnet 4.6 (high),,,,Claude Sonnet 4.6 (high),,,,2026-02-17,,"""claude-sonnet-4-6_high, claude-sonnet-4-6_medium, claude-sonnet-4-6_unknown, claude-sonnet-4-6_low_2026-03-05_Anthropic"",""claude-sonnet-4-6_high, claude-sonnet-4-6_medium, claude-sonnet-4-6_unknown, claude-sonnet-4-6_low_2026-03-05_Google"",""claude-sonnet-4-6_high, claude-sonnet-4-6_medium, claude-sonnet-4-6_unknown, claude-sonnet-4-6_low_2026-03-05_Amazon Bedrock""",,,,Claude Sonnet 4.6
grok-4-heavy-web-app,Grok 4 Heavy,2025-07-10,,,,Grok 4 Heavy (web app),,,,,,,,2025-07-10,,,,,,Grok 4 Heavy
grok-4-1,Grok 4.1,2025-11-17,,,,,,,,,,,,2025-11-17,,,,,,Grok 4.1
gpt-5.2-2025-12-11_none,GPT-5.2,2025-12-11,,,,GPT-5.2 (none),,,,GPT-5.2 (none),,,,2025-12-11,,"gpt-5.2-2025-12-11_none_2026-03-05_OpenAI,gpt-5.2-2025-12-11_none_2026-03-05_Azure",,,,GPT-5.2
MiniMax-M2.5,MiniMax-M2.5,2026-02-12,,,,,,,,,,,,2026-02-12,,"MiniMax-M2.5_2026-03-05_AtlasCloud,MiniMax-M2.5_2026-03-05_Chutes,MiniMax-M2.5_2026-03-05_Inceptron,MiniMax-M2.5_2026-03-05_Clarifai,MiniMax-M2.5_2026-03-05_Parasail,MiniMax-M2.5_2026-03-05_Fireworks,MiniMax-M2.5_2026-03-05_Friendli,MiniMax-M2.5_2026-03-05_Minimax,MiniMax-M2.5_2026-03-05_Novita,MiniMax-M2.5_2026-03-05_Together,MiniMax-M2.5_2026-03-05_SiliconFlow,MiniMax-M2.5_2026-03-05_SambaNova,MiniMax-M2.5_2026-03-05_Ionstream,MiniMax-M2.5_2026-03-05_Venice,MiniMax-M2.5_2026-03-05_NextBit,MiniMax-M2.5_2026-03-05_Minimax",,,,MiniMax-M2.5
claude-sonnet-4-6_32K,Claude Sonnet 4.6,2026-02-17,,,,Claude Sonnet 4.6 (32k thinking),,,,Claude Sonnet 4.6 (32k thinking),,,,2026-02-17,,"claude-sonnet-4-6_32K_2026-03-05_Anthropic,claude-sonnet-4-6_32K_2026-03-05_Google,claude-sonnet-4-6_32K_2026-03-05_Amazon Bedrock",,,,Claude Sonnet 4.6
claude-sonnet-4-6_60K,Claude Sonnet 4.6,2026-02-17,,,,Claude Sonnet 4.6 (60k thinking),,,,Claude Sonnet 4.6 (60k thinking),,,,2026-02-17,,"claude-sonnet-4-6_60K_2026-03-05_Anthropic,claude-sonnet-4-6_60K_2026-03-05_Google,claude-sonnet-4-6_60K_2026-03-05_Amazon Bedrock",,,,Claude Sonnet 4.6
claude-sonnet-4-6_16K,Claude Sonnet 4.6,2026-02-17,,,,Claude Sonnet 4.6 (16k thinking),,,,Claude Sonnet 4.6 (16k thinking),,,,2026-02-17,,"claude-sonnet-4-6_16K_2026-03-05_Anthropic,claude-sonnet-4-6_16K_2026-03-05_Google,claude-sonnet-4-6_16K_2026-03-05_Amazon Bedrock",,,,Claude Sonnet 4.6
gemini-3.1-pro-preview-customtools,Gemini 3.1 Pro,2026-02-19,,Encourages Gemini to use custom tools.,,Gemini 3.1 Pro Preview,,,,,,,,2026-02-19,,gemini-3.1-pro-preview-customtools_2026-03-05_Google AI Studio,,,,Gemini 3.1 Pro
gpt-5.3-codex_high,GPT-5.3 Codex,2026-02-05,,,,GPT-5.3 Codex (high),,,,,,,,2026-02-05,,"""gpt-5.3-codex_high, gpt-5.3-codex_xhigh_2026-03-05_OpenAI"",""gpt-5.3-codex_high, gpt-5.3-codex_xhigh_2026-03-05_OpenAI""",,,,"""GPT-5.3 Codex
"""
galapagos-alpha,ChatGPT Latest,2025-12-11,,,,,,,,,,,,2025-08-07,,,,,,ChatGPT Latest
gemini-3-deep-think-preview,,2026-02-12,https://blog.google/innovation-and-ai/models-and-research/gemini-models/gemini-3-deep-think/,,,,,,,,,,,,,,,,,
claude-opus-4-5-20251101_8K,Claude Opus 4.5,2025-11-24,,,,Claude Opus 4.5 (8k thinking),,,,Claude Opus 4.5 (8k thinking),,,,2025-11-24,,"claude-opus-4-5-20251101_8K_2026-03-05_Anthropic,claude-opus-4-5-20251101_8K_2026-03-05_Amazon Bedrock,claude-opus-4-5-20251101_8K_2026-03-05_Google",,,,Claude Opus 4.5
gpt-5.2-pro-2025-12-11_medium,GPT-5.2 Pro,2025-12-11,,,,GPT-5.2 Pro,,,,GPT-5.2 Pro (medium),,,,2025-12-11,,gpt-5.2-pro-2025-12-11_medium_2026-03-05_OpenAI,,,,GPT-5.2 Pro
gpt-5.2-pro-2025-12-11_high,GPT-5.2 Pro,2025-12-11,,,,GPT-5.2 Pro,,,,GPT-5.2 Pro (high),,,,2025-12-11,,"""gpt-5.2-pro-2025-12-11_high, gpt-5.2-pro-2025-12-11_xhigh_2026-03-05_OpenAI""",,,,GPT-5.2 Pro
galapagos-alpha_xhigh,ChatGPT Latest,2025-12-11,,,,,,,,,,,,2025-08-07,,,,,,ChatGPT Latest
galapagos-pro-alpha_xhigh,ChatGPT Latest,2025-12-11,,,,,,,,,,,,2025-08-07,,,,,,ChatGPT Latest
gemini-3.1-flash-lite,Gemini 3.1 Flash-Lite,2026-03-03,,,,Gemini 3.1 Flash-Lite,,,,Gemini 3.1 Flash-Lite,,,,2026-03-03,,"""gemini-3.1-flash-lite, gemini-3.1-flash-lite_high, gemini-3.1-flash-lite_low, gemini-3.1-flash-lite_minimal_2026-03-05_Google"",""gemini-3.1-flash-lite, gemini-3.1-flash-lite_high, gemini-3.1-flash-lite_low, gemini-3.1-flash-lite_minimal_2026-03-05_Google AI Studio""",,,,Gemini 3.1 Flash-Lite
gpt-5.4-2026-03-05_xhigh,GPT-5.4,2026-03-05,,,,GPT-5.4 (xhigh),,,,GPT-5.4 (xhigh),,,,2026-03-05,,,,,,GPT-5.4
gpt-5.4-pro-2026-03-05_xhigh,GPT-5.4 Pro,2026-03-05,,,,GPT-5.4 Pro (xhigh),,,,GPT-5.4 Pro (xhigh),,,,2026-03-05,,,,,,GPT-5.4 Pro
gpt-5.4-pro-2026-03-05-web-app,GPT-5.4 Pro,2026-03-05,,,,GPT-5.4 Pro (web),,,,GPT-5.4 Pro (Web App),,,,2026-03-05,,,,,,GPT-5.4 Pro
gpt-5.4-2026-03-05_high,GPT-5.4,2026-03-05,,,,GPT-5.4 (high),,,,GPT-5.4 (high),,,,2026-03-05,,,,,,GPT-5.4
gpt-5.4-pro-2026-03-05_unknown,GPT-5.4 Pro,2026-03-05,,,,GPT-5.4 Pro,,,,GPT-5.4 Pro,,,,2026-03-05,,,,,,GPT-5.4 Pro
gpt-5.3-codex_xhigh,GPT-5.3 Codex,2026-02-05,,,,GPT-5.3 Codex (xhigh),,,,,,,,2026-02-05,,"""gpt-5.3-codex_high, gpt-5.3-codex_xhigh_2026-03-05_OpenAI"",""gpt-5.3-codex_high, gpt-5.3-codex_xhigh_2026-03-05_OpenAI""",,,,"""GPT-5.3 Codex
"""
claude-sonnet-4-6_medium,Claude Sonnet 4.6,2026-02-17,,,,Claude Sonnet 4.6 (medium),,,,Claude Sonnet 4.6 (medium),,,,2026-02-17,,"""claude-sonnet-4-6_high, claude-sonnet-4-6_medium, claude-sonnet-4-6_unknown, claude-sonnet-4-6_low_2026-03-05_Anthropic"",""claude-sonnet-4-6_high, claude-sonnet-4-6_medium, claude-sonnet-4-6_unknown, claude-sonnet-4-6_low_2026-03-05_Google"",""claude-sonnet-4-6_high, claude-sonnet-4-6_medium, claude-sonnet-4-6_unknown, claude-sonnet-4-6_low_2026-03-05_Amazon Bedrock""",,,,Claude Sonnet 4.6
gpt-5.4-pro-2026-03-05_none,GPT-5.4 Pro,2026-03-05,,,,GPT-5.4 Pro (no thinking),,,,GPT-5.4 Pro (no thinking),,,,2026-03-05,,,,,,GPT-5.4 Pro
gpt-5-codex_high,GPT‑5-Codex,2025-09-15,,,,GPT-5-codex (high),,,,GPT-5-codex,,,,2025-09-15,,"""gpt-5-codex, gpt-5-codex_high_2026-03-05_OpenAI"",""gpt-5-codex, gpt-5-codex_high_2026-03-05_OpenAI"",""gpt-5-codex, gpt-5-codex_high_2026-03-05_Azure""",,,,GPT‑5-Codex
o1-pro-2025-03-19,o1-pro,2025-03-19,,,,o1 Pro,,"An An enhanced version of OpenAI's first reasoning model,o1, evaluated with low reasoning effort.",,,,,,2025-03-19,,"""o1-pro-2025-03-19_low, o1-pro-2025-03-19_2026-03-05_OpenAI""",,,,o1-pro
xiaoyi-deepresearch,,2026-03-06,,"Release date based on benchmark changelog here: https://github.com/Ayanami0730/deep_research_bench?tab=readme-ov-file

Not seeing a clear release date on google.",,,,,,,,,,,,,,,,
video-SALMONN-2plus,video-SALMONN 2+,2025-06-18,https://github.com/bytedance/video-SALMONN-2,,,,,,,,,,,2025-06-18,,,,,,video-SALMONN 2+
gpt-5-mini-2025-08-07_low,GPT-5 mini,2025-08-07,,,,GPT-5 mini (low),,"A smaller version of OpenAI's latest flagship frontier model, benchmarked using medium reasoning effort.",,GPT-5 mini (medium),,,,2025-08-07,,"""gpt-5-mini-2025-08-07_medium, gpt-5-mini-2025-08-07_low, gpt-5-mini-2025-08-07_minimal_2026-03-05_OpenAI"",""gpt-5-mini-2025-08-07_medium, gpt-5-mini-2025-08-07_low, gpt-5-mini-2025-08-07_minimal_2026-03-05_Azure""",,,,GPT-5 mini
gpt-5-mini-2025-08-07_minimal,GPT-5 mini,2025-08-07,,,,GPT-5 mini (minimal),,"A smaller version of OpenAI's latest flagship frontier model, benchmarked using medium reasoning effort.",,GPT-5 mini (medium),,,,2025-08-07,,"""gpt-5-mini-2025-08-07_medium, gpt-5-mini-2025-08-07_low, gpt-5-mini-2025-08-07_minimal_2026-03-05_OpenAI"",""gpt-5-mini-2025-08-07_medium, gpt-5-mini-2025-08-07_low, gpt-5-mini-2025-08-07_minimal_2026-03-05_Azure""",,,,GPT-5 mini
gpt-5-nano-2025-08-07_minimal,GPT-5 nano,2025-08-07,,,,GPT-5 nano (minimal),,"The smallest version of OpenAI's latest flagship frontier model, benchmarked using medium reasoning effort.",,GPT-5 nano (low),,,,2025-08-07,,"""gpt-5-nano-2025-08-07_low, gpt-5-nano-2025-08-07_minimal_2026-03-05_OpenAI"",""gpt-5-nano-2025-08-07_low, gpt-5-nano-2025-08-07_minimal_2026-03-05_Azure""",,,,GPT-5 nano
claude-sonnet-4-5-20250929_1K,Claude Sonnet 4.5,2025-09-29,,,,Claude Sonnet 4.5 (1k thinking),,,,Claude Sonnet 4.5 (2k thinking),,,,2025-09-29,,"""claude-sonnet-4-5-20250929_2K, claude-sonnet-4-5-20250929_1K, claude-sonnet-4-5-20250929_8K_2026-03-05_Google"",""claude-sonnet-4-5-20250929_2K, claude-sonnet-4-5-20250929_1K, claude-sonnet-4-5-20250929_8K_2026-03-05_Amazon Bedrock"",""claude-sonnet-4-5-20250929_2K, claude-sonnet-4-5-20250929_1K, claude-sonnet-4-5-20250929_8K_2026-03-05_Anthropic"",""claude-sonnet-4-5-20250929_2K, claude-sonnet-4-5-20250929_1K, claude-sonnet-4-5-20250929_8K_2026-03-05_Google""",,,,Claude Sonnet 4.5
claude-sonnet-4-5-20250929_8K,Claude Sonnet 4.5,2025-09-29,,,,Claude Sonnet 4.5 (8k thinking),,,,Claude Sonnet 4.5 (2k thinking),,,,2025-09-29,,"""claude-sonnet-4-5-20250929_2K, claude-sonnet-4-5-20250929_1K, claude-sonnet-4-5-20250929_8K_2026-03-05_Google"",""claude-sonnet-4-5-20250929_2K, claude-sonnet-4-5-20250929_1K, claude-sonnet-4-5-20250929_8K_2026-03-05_Amazon Bedrock"",""claude-sonnet-4-5-20250929_2K, claude-sonnet-4-5-20250929_1K, claude-sonnet-4-5-20250929_8K_2026-03-05_Anthropic"",""claude-sonnet-4-5-20250929_2K, claude-sonnet-4-5-20250929_1K, claude-sonnet-4-5-20250929_8K_2026-03-05_Google""",,,,Claude Sonnet 4.5
tiny-recursion-model,,2025-10-06,https://arxiv.org/abs/2510.04871,,,,,,,,,,,,,,,,,
claude-haiku-4-5-20251001_1K,Claude Haiku 4.5,2025-10-15,https://www.anthropic.com/news/claude-haiku-4-5,,,,,,,Claude Haiku 4.5 (1k thinking),,,,2025-10-15,,"""claude-haiku-4-5-20251001_16K, claude-haiku-4-5-20251001_1K, claude-haiku-4-5-20251001_8K_2026-03-05_Amazon Bedrock"",""claude-haiku-4-5-20251001_16K, claude-haiku-4-5-20251001_1K, claude-haiku-4-5-20251001_8K_2026-03-05_Google"",""claude-haiku-4-5-20251001_16K, claude-haiku-4-5-20251001_1K, claude-haiku-4-5-20251001_8K_2026-03-05_Anthropic""",,,,Claude Haiku 4.5
claude-haiku-4-5-20251001_8K,Claude Haiku 4.5,2025-10-15,https://www.anthropic.com/news/claude-haiku-4-5,,,,,,,Claude Haiku 4.5 (8k thinking),,,,2025-10-15,,"""claude-haiku-4-5-20251001_16K, claude-haiku-4-5-20251001_1K, claude-haiku-4-5-20251001_8K_2026-03-05_Amazon Bedrock"",""claude-haiku-4-5-20251001_16K, claude-haiku-4-5-20251001_1K, claude-haiku-4-5-20251001_8K_2026-03-05_Google"",""claude-haiku-4-5-20251001_16K, claude-haiku-4-5-20251001_1K, claude-haiku-4-5-20251001_8K_2026-03-05_Anthropic""",,,,Claude Haiku 4.5
